Team,ML Odds,Date
NYL,+450,20180819
PHO,-600,20180819
IND,+445,20180819
CHI,-590,20180819
DAL,+255,20180819
SEA,-310,20180819
WAS,+110,20180819
MIN,-130,20180819
WAS,-210,20180524
IND,+175,20180524
LAS,-140,20180524
CON,+120,20180524
PHO,+325,20180601
MIN,-400,20180601
CON,-300,20180601
CHI,+250,20180601
WAS,-550,20180601
LVA,+425,20180601
MIN,-220,20180607
WAS,+180,20180607
CON,-340,20180607
NYL,+280,20180607
SEA,+325,20180607
LAS,-400,20180607
MIN,+155,20180609
CON,-175,20180609
WAS,+425,20180613
CON,-550,20180613
LVA,+400,20180613
NYL,-500,20180613
LAS,-150,20180615
WAS,+130,20180615
LVA,+400,20180615
DAL,-500,20180615
CON,-132,20180615
SEA,+112,20180615
SEA,+115,20180624
DAL,-135,20180624
NYL,+360,20180624
LAS,-450,20180624
CON,-325,20180624
IND,+265,20180624
MIN,-340,20180624
LVA,+280,20180624
PHO,-355,20180624
CHI,+295,20180624
PHO,-185,20180626
NYL,+160,20180626
CON,+115,20180626
WAS,-135,20180626
SEA,+220,20180626
MIN,-260,20180626
DAL,+360,20180626
LAS,-450,20180626
SEA,-185,20180703
NYL,+160,20180703
IND,+1000,20180703
MIN,-1500,20180703
CHI,+285,20180703
DAL,-345,20180703
CON,+250,20180703
LAS,-300,20180703
NYL,+350,20180705
WAS,-440,20180705
LAS,+170,20180705
MIN,-200,20180705
IND,+425,20180705
DAL,-550,20180705
CON,+220,20180705
PHO,-260,20180705
CHI,+135,20180705
LVA,-155,20180705
WAS,+265,20180707
LAS,-325,20180707
MIN,-380,20180707
CHI,+315,20180707
CON,-165,20180707
LVA,+145,20180707
SEA,+113,20180720
CON,-133,20180720
DAL,-290,20180720
CHI,+245,20180720
IND,+1200,20180720
LAS,-1900,20180720
NYL,+525,20180801
CON,-750,20180801
PHO,+135,20180801
LVA,-155,20180801
LAS,-475,20180808
NYL,+380,20180808
CON,-180,20180808
DAL,+158,20180808
CON,-450,20180810
CHI,+360,20180810
IND,+600,20180810
PHO,-900,20180810
DAL,+425,20180814
CON,-550,20180814
CHI,+335,20180814
MIN,-420,20180814
NYL,+680,20180814
LAS,-1060,20180814
CHI,-103,20180519
IND,-117,20180519
MIN,-225,20180525
NYL,+185,20180525
CHI,+285,20180525
SEA,-345,20180525
LAS,-650,20180617
CHI,+475,20180617
PHO,-340,20180617
LVA,+280,20180617
LAS,+135,20180710
SEA,-155,20180710
PHO,+105,20180710
DAL,-125,20180710
LVA,+105,20180710
CHI,-125,20180710
SEA,-485,20180718
CHI,+385,20180718
IND,+850,20180718
MIN,-1300,20180718
CHI,+220,20180725
PHO,-280,20180725
CHI,-175,20180818
IND,+155,20180818
NYL,-210,20180602
IND,+175,20180602
SEA,+103,20180602
DAL,-113,20180602
NYL,+360,20180628
WAS,-450,20180628
LAS,+100,20180628
SEA,-120,20180628
WAS,-220,20180721
NYL,+180,20180721
MIN,-102,20180721
PHO,-118,20180721
IND,+210,20180804
NYL,-250,20180804
SEA,-470,20180806
NYL,+375,20180806
WAS,-650,20180815
IND,+475,20180815
NYL,+540,20180815
LVA,-660,20180815
LVA,+1250,20180522
WAS,-1575,20180522
LAS,-375,20180522
IND,+335,20180522
DAL,-320,20180802
IND,+260,20180802
MIN,-130,20180802
LAS,+110,20180802
MIN,-325,20180527
WAS,+265,20180527
PHO,+280,20180527
LAS,-340,20180527
SEA,-325,20180527
LVA,+265,20180527
LVA,+525,20180531
SEA,-750,20180531
DAL,+220,20180714
SEA,-260,20180714
DAL,+170,20180518
PHO,-200,20180518
WAS,+220,20180530
PHO,-240,20180530
PHO,+135,20180630
WAS,-155,20180630
DAL,+305,20180712
LAS,-365,20180712
