Team,Opp,Game Num,Date,Team Score,Opp Score,Result,Location,TSP,TOV,ORB,FTR,Poss,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling4TSP,Rolling4TOV,Rolling4ORB,Rolling4FTR,Rolling4Poss,Rolling4OEff,Rolling4DEff,Opp R4TSP,Opp R4TOV,Opp R4ORB,Opp R4FTR,Opp R4Poss,Opp R4OEff,Opp R4DEff
WAS,IND,10,"Thu, Jul 2, 2015",50,73,0,0,0.386996904,0.18844221100000003,0.35135135100000003,0.224137931,63.93600000000001,78.2032032,114.1766767,0.553701456,0.095995612,0.28571428600000004,0.24137931,62.3232,117.13134109999999,80.22694598,0.5875289220000001,0.160500157,0.262584713,0.235622461,72.2688,112.79061090000002,103.04898229999999,0.543912497,0.162803976,0.24844141600000003,0.298325359,77.5776,103.76486779999999,100.4403219
WAS,NYL,11,"Thu, Jul 9, 2015",76,79,0,1,0.458937198,0.12658227800000002,0.236842105,0.22972973,82.368,92.26884227,95.91103341,0.5,0.16842105300000001,0.375,0.308823529,76.8,102.86458329999999,98.95833333,0.525193888,0.157821582,0.257829959,0.22915694399999997,70.1664,102.27738570000001,105.6758877,0.543818766,0.19460315399999997,0.251837732,0.29787296,75.50399999999999,100.66574709999999,94.86295101
WAS,CHI,12,"Wed, Jul 15, 2015",57,85,0,0,0.37638668799999997,0.156041016,0.225,0.12857142900000001,77.4912,73.55673935,109.68987450000002,0.491215904,0.084638172,0.39473684200000003,0.072289157,76.3392,111.3451543,74.6667505,0.495140543,0.16186656300000002,0.27671790399999996,0.18314110100000003,72.3936,96.75729884,102.4276485,0.515813188,0.12006641,0.219642857,0.206944078,75.024,103.90905409999999,108.8318583
WAS,IND,13,"Fri, Jul 17, 2015",68,50,1,1,0.446428571,0.105683419,0.307692308,0.157142857,70.2336,96.81975579,71.1909969,0.41010498700000003,0.218060544,0.184210526,0.122807018,68.1216,73.39815859,99.82149568,0.45267926700000005,0.147857855,0.280884571,0.167038344,73.72800000000001,91.23915265,104.9033369,0.592736049,0.16231646800000002,0.28947474300000003,0.277528412,71.6736,115.3752308,97.43243113
WAS,CON,14,"Sun, Jul 19, 2015",89,82,1,1,0.6026543879999999,0.139794967,0.214285714,0.448275862,76.6464,116.117652,106.9848029,0.511477046,0.157629256,0.37142857100000004,0.148648649,78.8736,103.9638105,112.8387699,0.41718734,0.144187231,0.280221441,0.184895487,73.5072,85.21213515,97.74214536,0.48190537,0.147860916,0.220929412,0.13716757699999998,77.1456,93.00409464,104.96730079999999
WAS,TUL,15,"Tue, Jul 21, 2015",76,69,1,0,0.5671641789999999,0.10666666699999999,0.161290323,0.35714285700000004,67.2,113.0952381,102.67857140000001,0.412876975,0.143501435,0.5365853660000001,0.260273973,72.5376,95.123081,104.77324859999999,0.47110171100000003,0.13202542,0.245955032,0.240929969,76.6848,94.69074734,95.94417693,0.492457959,0.12352086300000001,0.305344044,0.318437193,76.8192,103.13744390000001,106.55897720000002
WAS,SEA,16,"Wed, Jul 29, 2015",87,74,1,1,0.571165966,0.061606703,0.24242424199999998,0.185714286,70.2336,123.87233459999999,105.3626754,0.47533401799999997,0.08250825099999999,0.222222222,0.123287671,73.7664,100.3166753,117.9398751,0.49815845700000005,0.127046517,0.227067086,0.272783251,72.8928,99.8973463,97.63606143,0.52669106,0.19102508399999998,0.135364146,0.280750605,72.0576,92.97957935,112.62059540000001
WAS,SAS,17,"Fri, Jul 31, 2015",88,53,1,0,0.64440539,0.170150705,0.25,0.111111111,72.2688,121.7676231,73.33731846,0.39317507399999996,0.151133501,0.102564103,0.095238095,72.384,73.22060124,121.57382849999999,0.546853276,0.103437939,0.231423147,0.28706896600000004,71.0784,112.47624509999999,96.55426167,0.4599561,0.14316222,0.23003246800000002,0.254406788,72.4512,90.98140344,103.4993019
WAS,CHI,18,"Sun, Aug 2, 2015",68,71,0,0,0.44386423,0.06127451,0.23255814,0.185714286,68.736,98.9292365,103.2937616,0.46957672,0.073529412,0.243243243,0.18840579699999999,69.696,101.87098259999999,97.56657484,0.596347481,0.11955476,0.21700007,0.27556102899999996,71.5872,118.71321189999999,97.09084206,0.527223471,0.12679542800000002,0.354239766,0.19388751399999998,77.5296,110.10800970000001,101.4244872
WAS,SAS,19,"Wed, Aug 5, 2015",66,63,1,1,0.502436054,0.154479918,0.257142857,0.321428571,65.9328,100.101922,95.55183459999999,0.45232624899999996,0.114445575,0.12121212099999999,0.074626866,71.6544,87.92202572,92.10878885,0.556649941,0.09992464599999999,0.221568176,0.209920635,69.6096,114.4161081,96.16808173,0.59743808,0.18209816199999998,0.257473545,0.353750478,74.4768,109.9823841,99.59243927
