Team,Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff,Rolling9EFG,Rolling9TOV,Rolling9ORB,Rolling9FTR,Rolling9Pace,Rolling9OEff,Rolling9DEff,Opp R9EFG,Opp R9TOV,Opp R9ORB,Opp R9FTR,Opp R9Pace,Opp R9 OEff,Opp R9 DEff,Odds,Line,Cover
ATL,1,2,102,92,1,20141101,IND,0.5579999999999999,0.126,0.083,0.362,92.7,110.0,99.2,0.457,0.166,0.244,0.222,92.7,99.2,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ATL,0,3,92,94,0,20141105,SAS,0.457,0.11800000000000001,0.204,0.087,94.5,97.3,99.5,0.486,0.18100000000000002,0.289,0.391,94.5,99.5,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,8.0,1.0
ATL,0,4,119,122,0,20141107,CHO,0.532,0.154,0.149,0.215,94.1,104.6,107.3,0.526,0.149,0.262,0.206,94.1,107.3,104.6,0.5319999999999999,0.13566666666666669,0.17500000000000002,0.18733333333333327,93.56666666666666,105.46666666666664,105.1,0.4903333333333333,0.12066666666666667,0.22466666666666668,0.2313333333333333,88.56666666666668,105.39999999999998,107.36666666666666,,,,,,,,,,,,,,,105.0,1.5,-1.0
ATL,1,5,103,96,1,20141108,NYK,0.463,0.076,0.27899999999999997,0.34600000000000003,88.9,115.8,107.9,0.524,0.14400000000000002,0.31,0.095,88.9,107.9,115.8,0.5156666666666667,0.13266666666666668,0.14533333333333334,0.22133333333333333,93.76666666666664,103.96666666666664,102.0,0.4529999999999999,0.12633333333333333,0.2866666666666667,0.1543333333333333,90.23333333333332,102.26666666666668,112.93333333333332,,,,,,,,,,,,,,,-270.0,-6.5,1.0
ATL,0,6,91,85,1,20141110,NYK,0.451,0.153,0.237,0.38,87.5,104.0,97.1,0.47,0.145,0.275,0.084,87.5,97.1,104.0,0.4840000000000002,0.11599999999999999,0.2106666666666667,0.21600000000000005,92.5,105.9,104.9,0.4876666666666665,0.11833333333333332,0.2813333333333333,0.12433333333333328,90.40000000000002,106.93333333333337,114.59999999999998,,,,,,,,,,,,,,,-125.0,-1.5,1.0
ATL,1,7,100,97,1,20141112,UTA,0.5720000000000001,0.177,0.371,0.171,89.7,111.5,108.2,0.529,0.10800000000000001,0.195,0.07,89.7,108.2,111.5,0.4820000000000002,0.12766666666666668,0.2216666666666667,0.3136666666666667,90.16666666666664,108.13333333333333,104.09999999999998,0.4886666666666668,0.14833333333333334,0.19666666666666666,0.2613333333333333,88.2333333333333,100.0,112.63333333333333,,,,,,,,,,,,,,,-310.0,-7.0,-1.0
ATL,1,8,114,103,1,20141114,MIA,0.633,0.132,0.1,0.253,93.1,122.5,110.6,0.541,0.141,0.132,0.311,93.1,110.6,122.5,0.4953333333333336,0.13533333333333333,0.2956666666666667,0.29900000000000004,88.69999999999996,110.43333333333332,104.39999999999998,0.5543333333333335,0.12666666666666665,0.16200000000000006,0.15600000000000008,87.06666666666662,107.43333333333332,103.03333333333336,,,,,,,,,,,,,,,-140.0,-2.5,1.0
ATL,0,9,94,127,0,20141115,CLE,0.461,0.158,0.239,0.122,97.4,96.5,130.4,0.65,0.12,0.316,0.111,97.4,130.4,96.5,0.5520000000000002,0.154,0.23600000000000002,0.268,90.09999999999998,112.66666666666664,105.3,0.5463333333333332,0.08666666666666667,0.22366666666666668,0.308,95.86666666666665,122.06666666666668,116.0,,,,,,,,,,,,,,,255.0,7.0,-1.0
ATL,1,10,109,114,0,20141118,LAL,0.535,0.095,0.295,0.212,91.2,119.5,125.0,0.575,0.102,0.342,0.161,91.2,125.0,119.5,0.5553333333333335,0.15566666666666665,0.23666666666666664,0.182,93.39999999999998,110.16666666666664,116.39999999999998,0.41800000000000015,0.08933333333333336,0.26533333333333337,0.3113333333333334,95.06666666666668,103.63333333333334,117.83333333333336,0.5231111111111111,0.1396666666666667,0.2111111111111111,0.22766666666666666,92.37777777777778,107.92222222222222,108.53333333333336,0.4714444444444445,0.11411111111111112,0.2856666666666666,0.25822222222222224,94.88888888888893,108.42222222222219,118.31111111111107,-550.0,-9.5,-1.0
ATL,1,11,99,89,1,20141121,DET,0.506,0.09,0.2,0.225,90.4,109.5,98.4,0.398,0.114,0.255,0.277,90.4,98.4,109.5,0.5430000000000001,0.12833333333333333,0.2113333333333333,0.19566666666666666,93.89999999999998,112.83333333333331,122.0,0.4549999999999999,0.11766666666666666,0.24399999999999986,0.16533333333333342,89.66666666666663,99.2666666666667,107.83333333333331,0.5180000000000001,0.13211111111111112,0.21744444444444444,0.2386666666666667,92.12222222222222,109.07777777777777,109.46666666666668,0.4738888888888889,0.12288888888888885,0.2691111111111111,0.18333333333333326,90.68888888888893,102.94444444444444,106.12222222222222,-280.0,-6.5,1.0
ATL,0,12,106,102,1,20141125,WAS,0.465,0.091,0.27899999999999997,0.318,96.0,110.4,106.2,0.482,0.171,0.34,0.25,96.0,106.2,110.4,0.5006666666666669,0.11433333333333333,0.24466666666666664,0.18633333333333327,92.99999999999996,108.5,117.93333333333332,0.5056666666666667,0.13466666666666668,0.2880000000000001,0.15233333333333332,94.46666666666668,107.19999999999996,99.76666666666664,0.5122222222222224,0.12811111111111112,0.2304444444444444,0.22344444444444445,91.86666666666666,109.0222222222222,109.37777777777781,0.4843333333333335,0.12111111111111116,0.2601111111111112,0.1912222222222222,92.97777777777776,104.53333333333332,100.3,170.0,4.5,1.0
ATL,1,13,115,126,0,20141126,TOR,0.573,0.12300000000000001,0.265,0.256,92.8,123.9,135.8,0.598,0.102,0.324,0.341,92.8,135.8,123.9,0.5020000000000002,0.09199999999999996,0.25799999999999995,0.25166666666666665,92.5333333333333,113.13333333333333,109.86666666666665,0.5119999999999997,0.1093333333333333,0.2653333333333334,0.3376666666666667,94.63333333333333,119.2666666666667,96.76666666666668,0.5131111111111113,0.1251111111111111,0.2387777777777777,0.2491111111111111,92.03333333333332,110.47777777777776,110.12222222222223,0.5183333333333333,0.11511111111111112,0.2307777777777777,0.2774444444444445,93.58888888888887,114.71111111111107,98.92222222222222,190.0,3.0,-1.0
ATL,1,14,100,91,1,20141128,NOP,0.5329999999999999,0.174,0.297,0.25,89.4,111.9,101.8,0.444,0.111,0.34,0.135,89.4,101.8,111.9,0.5146666666666668,0.10133333333333333,0.248,0.26633333333333337,93.06666666666663,114.59999999999998,113.46666666666664,0.4463333333333335,0.09766666666666668,0.29100000000000004,0.2773333333333333,89.73333333333332,108.4666666666667,114.96666666666664,0.5176666666666667,0.12166666666666665,0.25166666666666665,0.2536666666666667,91.88888888888887,112.62222222222222,113.2888888888889,0.5269999999999999,0.09633333333333337,0.2274444444444444,0.20166666666666666,91.68888888888887,114.85555555555555,111.94444444444444,-140.0,-2.5,1.0
ATL,1,15,105,75,1,20141129,CHO,0.613,0.128,0.16699999999999998,0.173,88.9,118.1,84.4,0.358,0.11199999999999999,0.25,0.136,88.9,84.4,118.1,0.5236666666666668,0.1293333333333333,0.2803333333333333,0.2746666666666667,92.7333333333333,115.39999999999998,114.59999999999998,0.4536666666666667,0.07533333333333335,0.17866666666666656,0.2323333333333332,94.20000000000003,102.59999999999992,114.96666666666664,0.5254444444444445,0.13255555555555554,0.25366666666666665,0.243,91.94444444444444,112.18888888888893,112.61111111111113,0.4651111111111112,0.08322222222222225,0.19633333333333344,0.16577777777777775,91.18888888888887,102.27777777777784,112.73333333333339,-195.0,-7.0,1.0
ATL,1,16,109,105,1,20141202,BOS,0.591,0.154,0.10800000000000001,0.146,98.9,110.2,106.2,0.56,0.19,0.25,0.131,98.9,106.2,110.2,0.5730000000000001,0.14166666666666666,0.243,0.2263333333333334,90.36666666666665,117.96666666666664,107.33333333333331,0.433,0.10733333333333336,0.2423333333333332,0.1533333333333333,96.29999999999994,96.43333333333332,108.6666666666667,0.5434444444444445,0.12977777777777774,0.24588888888888885,0.22000000000000008,92.09999999999998,113.75555555555556,111.2,0.4993333333333333,0.11666666666666665,0.21233333333333326,0.1723333333333333,97.4777777777778,104.2,110.76666666666668,-280.0,-6.5,-1.0
ATL,0,17,112,102,1,20141203,MIA,0.622,0.16,0.161,0.27,92.0,121.7,110.9,0.609,0.187,0.138,0.375,92.0,110.9,121.7,0.5790000000000001,0.152,0.19066666666666665,0.1896666666666668,92.39999999999996,113.39999999999998,97.46666666666664,0.4613333333333336,0.11333333333333336,0.21600000000000005,0.2536666666666667,87.89999999999996,101.93333333333337,113.5,0.5455555555555557,0.12722222222222218,0.21666666666666665,0.21722222222222226,93.12222222222219,113.61111111111113,110.97777777777776,0.5095555555555555,0.14122222222222225,0.1878888888888889,0.2696666666666666,88.28888888888889,105.48888888888894,110.9777777777778,1123.0,4.0,1.0
ATL,0,18,98,75,1,20141205,BRK,0.512,0.098,0.125,0.185,94.6,103.6,79.3,0.394,0.161,0.184,0.15,94.6,79.3,103.6,0.6086666666666667,0.14733333333333334,0.14533333333333334,0.19633333333333344,93.26666666666661,116.66666666666664,100.5,0.43899999999999983,0.10400000000000002,0.2540000000000001,0.16633333333333333,89.46666666666665,100.33333333333331,103.96666666666664,0.5443333333333334,0.1303333333333333,0.2234444444444444,0.21911111111111115,92.99999999999996,113.52222222222224,111.01111111111112,0.4660000000000002,0.13277777777777774,0.24077777777777776,0.2161111111111112,89.34444444444445,100.7,105.48888888888888,-125.0,-1.5,1.0
ATL,1,19,96,84,1,20141207,DEN,0.471,0.11199999999999999,0.23399999999999999,0.161,92.5,103.8,90.8,0.398,0.124,0.33299999999999996,0.108,92.5,90.8,103.8,0.5750000000000001,0.13733333333333336,0.13133333333333333,0.2003333333333334,95.16666666666664,111.8333333333333,98.8,0.4936666666666665,0.1323333333333333,0.19099999999999995,0.1930000000000001,96.8,101.66666666666669,111.79999999999997,0.5500000000000002,0.12366666666666665,0.21077777777777776,0.2261111111111112,92.68888888888887,114.31111111111107,105.33333333333334,0.5106666666666666,0.12411111111111107,0.2778888888888889,0.2415555555555556,95.36666666666667,111.88888888888886,108.82222222222224,-230.0,-5.5,1.0
ATL,0,20,108,92,1,20141208,IND,0.578,0.153,0.15,0.247,98.7,109.4,93.2,0.494,0.157,0.163,0.107,98.7,93.2,109.4,0.535,0.12333333333333335,0.17333333333333334,0.2053333333333334,93.0333333333333,109.69999999999996,93.66666666666669,0.4450000000000001,0.13033333333333333,0.1936666666666665,0.14933333333333332,97.13333333333333,93.59999999999998,101.60000000000002,0.542888888888889,0.12555555555555553,0.204,0.22044444444444453,92.83333333333331,112.56666666666666,101.53333333333336,0.4644444444444445,0.11355555555555558,0.2462222222222221,0.1777777777777779,92.92222222222222,101.73333333333332,106.04444444444445,105.0,1.0,1.0
ATL,1,21,95,79,1,20141210,PHI,0.473,0.126,0.33299999999999996,0.099,91.4,103.9,86.4,0.458,0.18100000000000002,0.163,0.181,91.4,86.4,103.9,0.5203333333333334,0.121,0.16966666666666666,0.19766666666666674,95.26666666666664,105.59999999999997,87.76666666666668,0.4500000000000002,0.15433333333333335,0.28766666666666657,0.22066666666666665,94.7333333333333,96.40000000000002,95.73333333333328,0.550888888888889,0.1325555555555555,0.1984444444444444,0.2228888888888889,93.75555555555552,112.55555555555556,100.95555555555558,0.4662222222222222,0.1502222222222222,0.2622222222222222,0.2204444444444444,95.62222222222219,99.1777777777778,106.47777777777776,-1100.0,-13.0,1.0
ATL,1,22,87,81,1,20141212,ORL,0.429,0.11800000000000001,0.11900000000000001,0.256,93.1,93.5,87.0,0.448,0.17600000000000002,0.196,0.156,93.1,87.0,93.5,0.5073333333333334,0.13033333333333333,0.239,0.16900000000000004,94.19999999999996,105.69999999999996,90.13333333333333,0.5336666666666666,0.09066666666666676,0.2386666666666668,0.1486666666666667,85.36666666666666,114.03333333333336,109.40000000000003,0.5517777777777779,0.1364444444444444,0.20444444444444448,0.19855555555555565,93.24444444444444,111.83333333333334,98.75555555555556,0.4859999999999999,0.1343333333333333,0.20544444444444435,0.1713333333333333,91.38888888888886,100.2111111111111,109.15555555555555,-390.0,-8.0,-1.0
ATL,0,23,99,100,0,20141213,ORL,0.464,0.096,0.237,0.25,90.7,109.1,110.2,0.568,0.153,0.179,0.21600000000000005,90.7,110.2,109.1,0.4933333333333334,0.13233333333333333,0.2006666666666667,0.2006666666666667,94.39999999999998,102.26666666666664,88.86666666666662,0.5006666666666665,0.12000000000000012,0.2230000000000001,0.12400000000000005,88.96666666666664,103.33333333333336,102.86666666666672,0.5357777777777779,0.13588888888888884,0.1882222222222222,0.19855555555555568,93.27777777777777,108.45555555555555,93.33333333333336,0.4919999999999999,0.13566666666666666,0.195111111111111,0.17333333333333328,91.94444444444441,100.54444444444442,106.17777777777776,-170.0,-3.5,-1.0
ATL,1,24,93,86,1,20141215,CHI,0.476,0.09,0.106,0.16899999999999998,93.7,99.2,91.8,0.409,0.124,0.3,0.108,93.7,91.8,99.2,0.4553333333333334,0.11333333333333333,0.2296666666666667,0.2016666666666667,91.7333333333333,102.16666666666664,94.5333333333333,0.5249999999999999,0.13166666666666665,0.3066666666666668,0.265,89.66666666666664,116.26666666666661,96.93333333333322,0.5281111111111113,0.1272222222222222,0.1815555555555556,0.19855555555555565,93.42222222222222,108.14444444444445,94.26666666666672,0.5040000000000002,0.13644444444444448,0.2863333333333335,0.2942222222222223,93.6777777777778,111.98888888888888,103.92222222222223,-125.0,-1.0,1.0
ATL,0,25,127,98,1,20141217,CLE,0.75,0.098,0.207,0.171,86.4,146.9,113.4,0.5,0.081,0.22699999999999998,0.195,86.4,113.4,146.9,0.4563333333333334,0.10133333333333333,0.154,0.225,92.49999999999996,100.59999999999997,96.3333333333333,0.4896666666666666,0.094,0.25,0.20600000000000004,91.99999999999996,110.66666666666669,112.39999999999998,0.5128888888888891,0.12299999999999996,0.1747777777777778,0.1981111111111112,93.95555555555555,106.04444444444445,95.08888888888893,0.5254444444444446,0.11855555555555555,0.2783333333333333,0.234,90.78888888888888,114.66666666666669,108.01111111111112,190.0,5.5,1.0
