Team,ML Odds,Date
GSW,-200,20151031.0
NOP,+170,20151031.0
BRK,+800,20151031.0
MEM,-1250,20151031.0
PHO,+120,20151031.0
POR,-140,20151031.0
SAC,+500,20151031.0
LAC,-700,20151031.0
MIN,+425,20151107.0
CHI,-550,20151107.0
ORL,-175,20151107.0
PHI,+155,20151107.0
WAS,+145,20151107.0
ATL,-165,20151107.0
CHO,+450,20151107.0
SAS,-600,20151107.0
BRK,+180,20151107.0
MIL,-220,20151107.0
NOP,+180,20151107.0
DAL,-220,20151107.0
MEM,-102,20151107.0
UTA,-118,20151107.0
GSW,-1500,20151107.0
SAC,+1000,20151107.0
HOU,+305,20151107.0
LAC,-365,20151107.0
LAL,+450,20151202.0
WAS,-600,20151202.0
GSW,-500,20151202.0
CHO,+400,20151202.0
PHO,+155,20151202.0
DET,-175,20151202.0
PHI,+400,20151202.0
NYK,-500,20151202.0
DEN,+450,20151202.0
CHI,-600,20151202.0
NOP,+158,20151202.0
HOU,-180,20151202.0
TOR,+145,20151202.0
ATL,-165,20151202.0
MIL,+650,20151202.0
SAS,-1000,20151202.0
IND,+130,20151202.0
LAC,-140,20151202.0
PHO,+180,20151206.0
MEM,-220,20151206.0
LAL,+400,20151206.0
DET,-500,20151206.0
GSW,-600,20151206.0
BRK,+450,20151206.0
DAL,-135,20151206.0
WAS,+115,20151206.0
SAC,+550,20151206.0
OKC,-800,20151206.0
TOR,+175,20151214.0
IND,-210,20151214.0
LAC,-118,20151214.0
DET,+108,20151214.0
ORL,-145,20151214.0
BRK,+125,20151214.0
PHI,+925,20151214.0
CHI,-1400,20151214.0
MIA,+180,20151214.0
ATL,-220,20151214.0
WAS,+155,20151214.0
MEM,-175,20151214.0
PHO,+155,20151214.0
DAL,-175,20151214.0
UTA,+925,20151214.0
SAS,-1400,20151214.0
HOU,-210,20151214.0
DEN,+175,20151214.0
NOP,+130,20151214.0
POR,-150,20151214.0
LAL,+1500,20151219.0
OKC,-3000,20151219.0
CHO,-117,20151219.0
WAS,-103,20151219.0
CHI,-123,20151219.0
NYK,+103,20151219.0
IND,+100,20151219.0
MEM,-120,20151219.0
LAC,+100,20151219.0
HOU,-120,20151219.0
ORL,+120,20160101.0
WAS,-130,20160101.0
DAL,+158,20160101.0
MIA,-180,20160101.0
CHO,+210,20160101.0
TOR,-250,20160101.0
NYK,+260,20160101.0
CHI,-290,20160101.0
PHI,+145,20160101.0
LAL,-165,20160101.0
ATL,-190,20160103.0
NYK,+165,20160103.0
CHI,+150,20160103.0
TOR,-160,20160103.0
MIA,-115,20160103.0
WAS,-105,20160103.0
POR,-125,20160103.0
DEN,+115,20160103.0
PHO,+105,20160103.0
LAL,-125,20160103.0
CHO,+245,20160109.0
LAC,-290,20160109.0
CHI,+115,20160109.0
ATL,-135,20160109.0
WAS,+195,20160109.0
ORL,-235,20160109.0
BRK,+600,20160109.0
DET,-900,20160109.0
TOR,-550,20160109.0
PHI,+425,20160109.0
MIA,-120,20160109.0
UTA,+110,20160109.0
GSW,-335,20160109.0
SAC,+275,20160109.0
SAS,-1800,20160111.0
BRK,+1150,20160111.0
WAS,+310,20160111.0
CHI,-370,20160111.0
MIA,+775,20160111.0
GSW,-1200,20160111.0
LAC,-105,20160126.0
IND,-105,20160126.0
PHO,+135,20160126.0
PHI,-155,20160126.0
WAS,+310,20160126.0
TOR,-370,20160126.0
MIA,-175,20160126.0
BRK,+155,20160126.0
OKC,-260,20160126.0
NYK,+240,20160126.0
ORL,+180,20160126.0
MIL,-220,20160126.0
SAC,+160,20160126.0
POR,-185,20160126.0
DAL,-345,20160126.0
LAL,+285,20160126.0
DEN,+230,20160128.0
WAS,-270,20160128.0
ATL,+130,20160128.0
IND,-150,20160128.0
MIL,+170,20160128.0
MEM,-200,20160128.0
NYK,+400,20160128.0
TOR,-450,20160128.0
SAC,-130,20160128.0
NOP,+110,20160128.0
CHI,-400,20160128.0
LAL,+325,20160128.0
NOP,+650,20160211.0
OKC,-1000,20160211.0
WAS,+100,20160211.0
MIL,-120,20160211.0
WAS,+110,20160220.0
MIA,-120,20160220.0
MIL,+360,20160220.0
ATL,-450,20160220.0
NYK,+110,20160220.0
MIN,-130,20160220.0
GSW,-190,20160220.0
LAC,+175,20160220.0
ORL,-235,20160223.0
PHI,+195,20160223.0
NOP,+165,20160223.0
WAS,-190,20160223.0
HOU,+175,20160223.0
UTA,-210,20160223.0
SAC,+103,20160223.0
DEN,-123,20160223.0
BRK,+600,20160223.0
POR,-900,20160223.0
BRK,+650,20160308.0
TOR,-1000,20160308.0
SAS,-700,20160308.0
MIN,+500,20160308.0
ATL,-103,20160308.0
UTA,-117,20160308.0
NYK,+150,20160308.0
DEN,-170,20160308.0
WAS,+215,20160308.0
POR,-255,20160308.0
ORL,-155,20160308.0
LAL,+135,20160308.0
IND,-103,20160312.0
DAL,-117,20160312.0
DET,-630,20160312.0
PHI,+465,20160312.0
HOU,+165,20160312.0
CHO,-190,20160312.0
MIA,+240,20160312.0
TOR,-280,20160312.0
NOP,+180,20160312.0
MIL,-220,20160312.0
MEM,+950,20160312.0
ATL,-1150,20160312.0
OKC,+325,20160312.0
SAS,-400,20160312.0
WAS,+102,20160312.0
DEN,-112,20160312.0
ORL,+355,20160312.0
POR,-400,20160312.0
PHO,+2500,20160312.0
GSW,-5000,20160312.0
WAS,-475,20160317.0
PHI,+420,20160317.0
TOR,+130,20160317.0
IND,-140,20160317.0
CHO,+160,20160317.0
MIA,-185,20160317.0
DEN,+275,20160317.0
ATL,-335,20160317.0
MEM,+475,20160317.0
MIL,-650,20160317.0
BRK,+220,20160317.0
CHI,-260,20160317.0
POR,+575,20160317.0
SAS,-850,20160317.0
PHO,+420,20160317.0
UTA,-475,20160317.0
MIN,+300,20160325.0
WAS,-360,20160325.0
CHO,+123,20160325.0
DET,-133,20160325.0
MIL,+330,20160325.0
ATL,-410,20160325.0
TOR,-105,20160325.0
HOU,-105,20160325.0
ORL,+365,20160325.0
MIA,-460,20160325.0
MEM,+950,20160325.0
SAS,-1450,20160325.0
PHO,+255,20160325.0
SAC,-310,20160325.0
DEN,-155,20160325.0
LAL,+145,20160325.0
DAL,+1250,20160325.0
GSW,-2000,20160325.0
DEN,+315,20160327.0
LAC,-380,20160327.0
DAL,+110,20160327.0
SAC,-130,20160327.0
HOU,+120,20160327.0
IND,-140,20160327.0
PHI,+3750,20160327.0
GSW,-9000,20160327.0
WAS,-290,20160327.0
LAL,+245,20160327.0
ATL,+110,20160330.0
TOR,-130,20160330.0
DEN,-103,20160330.0
MEM,-117,20160330.0
LAC,-210,20160330.0
MIN,+175,20160330.0
PHO,+230,20160330.0
MIL,-270,20160330.0
NOP,+5550,20160330.0
SAS,-9550,20160330.0
NYK,+180,20160330.0
DAL,-220,20160330.0
GSW,-210,20160330.0
UTA,+175,20160330.0
WAS,-120,20160330.0
SAC,+110,20160330.0
MIA,-550,20160330.0
LAL,+425,20160330.0
CHO,-210,20160410.0
WAS,+175,20160410.0
LAL,+1100,20160410.0
HOU,-1700,20160410.0
DAL,+180,20160410.0
LAC,-220,20160410.0
UTA,-245,20160410.0
DEN,+205,20160410.0
MIL,-155,20160410.0
PHI,+145,20160410.0
BRK,+800,20160410.0
IND,-1250,20160410.0
ORL,+375,20160410.0
MIA,-470,20160410.0
GSW,+180,20160410.0
SAS,-220,20160410.0
TOR,-190,20160410.0
NYK,+165,20160410.0
CHI,-160,20151103.0
CHO,+140,20151103.0
ATL,+155,20151103.0
MIA,-175,20151103.0
IND,+190,20151103.0
DET,-230,20151103.0
ORL,+130,20151103.0
NOP,-150,20151103.0
TOR,-125,20151103.0
DAL,+105,20151103.0
MEM,-200,20151103.0
SAC,+170,20151103.0
DEN,-120,20151103.0
LAL,+100,20151103.0
OKC,-103,20151105.0
CHI,-117,20151105.0
MIA,-165,20151105.0
MIN,+145,20151105.0
CHO,+155,20151105.0
DAL,-175,20151105.0
UTA,-125,20151105.0
DEN,+105,20151105.0
MEM,-185,20151105.0
POR,+160,20151105.0
PHO,+800,20160301.0
CHO,-1250,20160301.0
POR,-210,20160301.0
NYK,+175,20160301.0
CHI,+240,20160301.0
MIA,-280,20160301.0
ORL,+170,20160301.0
DAL,-200,20160301.0
BRK,+115,20160301.0
LAL,-125,20160301.0
ATL,+360,20160301.0
GSW,-450,20160301.0
CHO,-270,20160322.0
BRK,+230,20160322.0
HOU,+450,20160322.0
OKC,-600,20160322.0
MIA,-550,20160322.0
NOP,+468,20160322.0
MEM,-150,20160322.0
LAL,+130,20160322.0
CHI,-345,20151109.0
PHI,+285,20151109.0
ORL,+155,20151109.0
IND,-175,20151109.0
MIN,+425,20151109.0
ATL,-550,20151109.0
POR,+115,20151109.0
DEN,-135,20151109.0
SAS,-345,20151109.0
SAC,+315,20151109.0
MEM,+210,20151109.0
LAC,-230,20151109.0
DET,+1100,20151109.0
GSW,-1700,20151109.0
UTA,+175,20151112.0
MIA,-210,20151112.0
GSW,-380,20151112.0
MIN,+315,20151112.0
LAC,-145,20151112.0
PHO,+125,20151112.0
MIN,-150,20151213.0
PHO,+130,20151213.0
MEM,+155,20151213.0
MIA,-175,20151213.0
PHI,+700,20151213.0
TOR,-1100,20151213.0
UTA,+400,20151213.0
OKC,-500,20151213.0
MIL,+195,20151231.0
IND,-235,20151231.0
MIN,+245,20151231.0
DET,-290,20151231.0
GSW,+105,20151231.0
HOU,-125,20151231.0
PHO,+1300,20151231.0
OKC,-2150,20151231.0
LAC,+135,20151231.0
NOP,-155,20151231.0
POR,+120,20151231.0
UTA,-130,20151231.0
PHO,+145,20160117.0
MIN,-165,20160117.0
DAL,+600,20160117.0
SAS,-900,20160117.0
MIA,+420,20160117.0
OKC,-475,20160117.0
IND,-155,20160117.0
DEN,+135,20160117.0
HOU,-440,20160117.0
LAL,+390,20160117.0
MIL,+190,20160119.0
MIA,-230,20160119.0
MIN,+175,20160119.0
NOP,-210,20160119.0
IND,-280,20160119.0
PHO,+240,20160119.0
OKC,-440,20160119.0
DEN,+350,20160119.0
PHO,+600,20160407.0
HOU,-900,20160407.0
TOR,+195,20160407.0
ATL,-235,20160407.0
CHI,+195,20160407.0
MIA,-235,20160407.0
MIN,+165,20160407.0
SAC,-190,20160407.0
SAS,+245,20160407.0
GSW,-290,20160407.0
MEM,-140,20151029.0
IND,+120,20151029.0
ATL,-155,20151029.0
NYK,+135,20151029.0
DAL,+550,20151029.0
LAC,-800,20151029.0
MEM,-600,20151222.0
PHI,+450,20151222.0
DAL,+160,20151222.0
TOR,-185,20151222.0
DET,+145,20151222.0
MIA,-165,20151222.0
LAL,+175,20151222.0
DEN,-210,20151222.0
NYK,+340,20160105.0
ATL,-425,20160105.0
MIL,+305,20160105.0
CHI,-365,20160105.0
SAC,+175,20160105.0
DAL,-210,20160105.0
GSW,-1500,20160105.0
LAL,+1000,20160105.0
PHO,+1050,20160303.0
MIA,-1600,20160303.0
SAS,-380,20160303.0
NOP,+340,20160303.0
SAC,+275,20160303.0
DAL,-305,20160303.0
OKC,+305,20160303.0
GSW,-335,20160303.0
GSW,-2700,20160306.0
LAL,+2000,20160306.0
OKC,-290,20160306.0
MIL,+245,20160306.0
PHO,+600,20160306.0
MEM,-900,20160306.0
DAL,-140,20160306.0
DEN,+120,20160306.0
POR,-105,20160306.0
DET,-115,20160306.0
PHI,+1450,20160306.0
MIA,-1900,20160306.0
HOU,+250,20160306.0
TOR,-300,20160306.0
PHI,+245,20151210.0
BRK,-290,20151210.0
ATL,+275,20151210.0
OKC,-335,20151210.0
LAC,-103,20151210.0
CHI,-107,20151210.0
NYK,+210,20151210.0
SAC,-250,20151210.0
IND,-705,20160402.0
PHI,+570,20160402.0
DET,+130,20160402.0
CHI,-150,20160402.0
TOR,+460,20160402.0
SAS,-620,20160402.0
SAC,+375,20160402.0
DEN,-470,20160402.0
MIA,+200,20160402.0
POR,-240,20160402.0
NYK,+400,20160412.0
IND,-500,20160412.0
MIA,+125,20160412.0
DET,-145,20160412.0
PHI,+450,20160412.0
TOR,-600,20160412.0
OKC,+420,20160412.0
SAS,-475,20160412.0
MEM,+315,20160412.0
LAC,-380,20160412.0
NYK,+175,20160204.0
DET,-210,20160204.0
HOU,-420,20160204.0
PHO,+335,20160204.0
LAL,+450,20160204.0
NOP,-600,20160204.0
TOR,-105,20160204.0
POR,-115,20160204.0
