Team, Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff
LAC,0,52,108,131,0,20150208,OKC,0.533,0.11800000000000001,0.174,0.133,97.8,110.4,133.9
LAC,0,53,115,98,1,20150209,DAL,0.495,0.054000000000000006,0.34,0.261,90.8,126.6,107.9
LAC,1,54,110,95,1,20150211,HOU,0.506,0.13,0.308,0.346,98.7,111.4,96.2
LAC,1,55,119,115,1,20150219,SAS,0.597,0.107,0.233,0.351,102.3,116.4,112.5
LAC,1,56,126,99,1,20150221,SAC,0.558,0.09300000000000001,0.212,0.211,107.1,117.6,92.4
LAC,1,57,87,90,0,20150223,MEM,0.5,0.134,0.128,0.101,91.3,95.3,98.6
LAC,0,58,105,110,0,20150225,HOU,0.5,0.131,0.261,0.154,97.4,107.8,113.0
LAC,0,59,97,79,1,20150227,MEM,0.519,0.109,0.231,0.205,91.9,105.5,85.9
LAC,0,60,96,86,1,20150301,CHI,0.477,0.076,0.27699999999999997,0.149,90.8,105.7,94.7
LAC,0,61,110,105,1,20150302,MIN,0.543,0.099,0.188,0.109,99.3,110.8,105.7
LAC,1,62,93,98,0,20150304,POR,0.443,0.08,0.15,0.083,93.0,90.5,95.4
LAC,0,63,98,106,0,20150308,GSW,0.53,0.168,0.231,0.12,95.0,103.1,111.5
LAC,1,64,89,76,1,20150309,MIN,0.513,0.149,0.191,0.101,91.3,97.5,83.3
LAC,0,65,120,108,1,20150311,OKC,0.559,0.11,0.282,0.461,95.8,125.3,112.8
LAC,0,66,99,129,0,20150313,DAL,0.573,0.147,0.262,0.061,91.4,108.3,141.1
LAC,1,67,98,100,0,20150315,HOU,0.512,0.17800000000000002,0.2,0.171,101.1,97.0,98.9
LAC,1,68,99,92,1,20150317,CHO,0.513,0.11800000000000001,0.171,0.26,93.1,106.3,98.8
LAC,0,69,116,105,1,20150318,SAC,0.608,0.105,0.18600000000000003,0.102,93.4,124.2,112.4
LAC,1,70,113,99,1,20150320,WAS,0.593,0.13,0.222,0.128,96.1,117.6,103.1
LAC,1,71,107,100,1,20150322,NOP,0.5,0.09,0.33299999999999996,0.176,91.0,117.6,109.9
LAC,0,72,111,80,1,20150325,NYK,0.635,0.149,0.182,0.154,96.6,114.9,82.8
LAC,0,73,119,98,1,20150327,PHI,0.61,0.14300000000000002,0.2,0.232,102.2,116.4,95.9
LAC,0,74,119,106,1,20150329,BOS,0.565,0.106,0.295,0.286,100.0,119.0,106.0
LAC,1,75,106,110,0,20150331,GSW,0.476,0.102,0.233,0.341,95.0,111.5,115.7
LAC,0,76,126,122,1,20150401,POR,0.622,0.059000000000000004,0.18899999999999997,0.221,93.6,134.6,130.3
LAC,0,77,107,92,1,20150404,DEN,0.513,0.11,0.31,0.329,94.0,113.9,97.9
LAC,0,78,106,78,1,20150405,LAL,0.633,0.10800000000000001,0.20600000000000002,0.147,85.3,124.2,91.4
LAC,1,79,105,100,1,20150407,LAL,0.525,0.078,0.146,0.247,95.7,109.7,104.4
LAC,1,80,94,86,1,20150411,MEM,0.432,0.11699999999999999,0.273,0.205,93.4,100.6,92.0
LAC,1,81,110,103,1,20150413,DEN,0.494,0.11699999999999999,0.28300000000000003,0.354,94.2,116.8,109.3
LAC,0,82,112,101,1,20150414,PHO,0.569,0.11199999999999999,0.282,0.149,92.3,121.3,109.4
POR,1,1,106,89,1,20141029,OKC,0.511,0.094,0.31,0.195,88.8,119.4,100.2
POR,0,2,94,103,0,20141031,SAC,0.464,0.099,0.222,0.205,88.6,106.1,116.3
POR,1,3,90,95,0,20141102,GSW,0.44,0.162,0.33299999999999996,0.098,98.0,91.8,96.9
POR,1,4,101,82,1,20141104,CLE,0.547,0.113,0.243,0.253,88.1,114.6,93.0
POR,1,5,108,87,1,20141106,DAL,0.597,0.166,0.316,0.208,91.3,118.3,95.3
POR,0,6,102,106,0,20141108,LAC,0.513,0.15,0.237,0.25,93.2,109.4,113.7
POR,1,7,116,100,1,20141109,DEN,0.53,0.086,0.302,0.1,97.9,118.5,102.1
POR,1,8,102,100,1,20141111,CHO,0.473,0.107,0.319,0.151,92.8,110.0,107.8
POR,0,9,130,113,1,20141112,DEN,0.602,0.122,0.273,0.273,99.8,130.3,113.3
POR,1,10,97,87,1,20141115,BRK,0.494,0.135,0.295,0.256,89.2,108.8,97.6
POR,1,11,102,93,1,20141117,NOP,0.546,0.17300000000000001,0.263,0.25,90.9,112.2,102.3
POR,1,12,105,87,1,20141121,CHI,0.551,0.161,0.14,0.228,97.4,107.8,89.3
POR,0,13,94,88,1,20141123,BOS,0.471,0.147,0.22699999999999998,0.151,95.4,98.5,92.2
POR,0,14,114,104,1,20141124,PHI,0.534,0.131,0.45,0.213,93.7,121.6,111.0
POR,0,15,105,97,1,20141126,CHO,0.489,0.07400000000000001,0.213,0.163,95.3,110.2,101.8
POR,1,16,99,112,0,20141128,MEM,0.443,0.063,0.28300000000000003,0.134,94.1,105.2,119.0
POR,1,17,107,93,1,20141130,MIN,0.523,0.157,0.319,0.198,99.0,108.1,94.0
POR,0,18,105,103,1,20141202,DEN,0.529,0.114,0.105,0.163,97.5,107.7,105.6
POR,1,19,88,82,1,20141204,IND,0.422,0.114,0.111,0.217,98.7,89.1,83.1
POR,0,20,103,99,1,20141207,NYK,0.482,0.084,0.327,0.247,90.5,113.8,109.4
POR,0,21,98,86,1,20141209,DET,0.542,0.129,0.25,0.083,88.4,110.8,97.2
POR,0,22,82,90,0,20141210,MIN,0.45,0.19,0.23399999999999999,0.125,91.2,89.9,98.7
POR,0,23,106,115,0,20141212,CHI,0.557,0.09699999999999999,0.25,0.091,90.0,117.7,127.7
POR,0,24,95,85,1,20141213,IND,0.472,0.11199999999999999,0.22899999999999998,0.111,93.6,101.5,90.8
POR,1,25,108,95,1,20141215,SAS,0.5,0.1,0.25,0.213,94.5,114.3,100.5
POR,1,26,104,97,1,20141217,MIL,0.511,0.12300000000000001,0.37200000000000005,0.172,93.9,110.7,103.3
POR,0,27,129,119,1,20141219,SAS,0.486,0.10400000000000001,0.259,0.2,88.3,111.3,102.7
POR,0,28,114,88,1,20141220,NOP,0.583,0.11900000000000001,0.263,0.1,94.0,121.3,93.6
POR,0,29,95,110,0,20141222,HOU,0.513,0.20800000000000002,0.125,0.224,100.6,94.4,109.3
POR,0,30,115,111,1,20141223,OKC,0.511,0.121,0.184,0.242,93.7,111.2,107.3
POR,1,31,114,93,1,20141226,PHI,0.58,0.168,0.214,0.136,102.6,111.1,90.6
POR,1,32,101,79,1,20141228,NYK,0.568,0.113,0.171,0.111,90.6,111.5,87.2
POR,1,33,102,97,1,20141230,TOR,0.463,0.12,0.294,0.147,89.0,103.8,98.7
POR,1,34,107,115,0,20150103,ATL,0.522,0.155,0.23399999999999999,0.108,101.6,105.3,113.2
POR,1,35,98,94,1,20150105,LAL,0.464,0.08800000000000001,0.20800000000000002,0.253,91.7,106.9,102.5
POR,1,36,99,83,1,20150108,MIA,0.463,0.064,0.319,0.116,87.9,112.6,94.4
POR,1,37,103,92,1,20150110,ORL,0.539,0.18600000000000003,0.158,0.276,98.6,104.5,93.3
POR,0,38,106,94,1,20150111,LAL,0.552,0.105,0.136,0.128,95.6,110.9,98.3
POR,1,39,94,100,0,20150114,LAC,0.437,0.111,0.22899999999999998,0.207,94.1,99.9,106.3
POR,0,40,96,110,0,20150116,SAS,0.541,0.162,0.055999999999999994,0.216,95.0,101.0,115.8
POR,0,41,98,102,0,20150117,MEM,0.457,0.066,0.278,0.14,88.6,110.6,115.1
POR,1,42,98,94,1,20150119,SAC,0.46,0.11599999999999999,0.17600000000000002,0.193,98.5,99.5,95.4
POR,0,43,113,118,0,20150121,PHO,0.523,0.124,0.204,0.253,102.3,110.5,115.4
POR,1,44,89,90,0,20150122,BOS,0.421,0.09300000000000001,0.26,0.157,92.3,96.4,97.5
POR,1,45,103,96,1,20150124,WAS,0.477,0.111,0.17,0.23,97.4,105.8,98.6
POR,0,46,94,99,0,20150128,CLE,0.5,0.084,0.256,0.175,82.2,114.3,120.4
POR,0,47,99,105,0,20150130,ATL,0.511,0.156,0.205,0.115,98.1,100.9,107.0
POR,0,48,88,95,0,20150131,MIL,0.421,0.142,0.212,0.146,96.9,90.8,98.0
POR,1,49,103,102,1,20150203,UTA,0.52,0.133,0.308,0.316,90.6,113.7,112.6
POR,1,50,108,87,1,20150205,PHO,0.489,0.12300000000000001,0.295,0.222,98.3,109.8,88.5
POR,0,51,101,111,0,20150207,DAL,0.472,0.18100000000000002,0.327,0.191,93.8,97.6,107.2
POR,0,52,109,98,1,20150208,HOU,0.586,0.113,0.138,0.263,90.6,120.4,108.2
POR,1,53,102,86,1,20150211,LAL,0.465,0.094,0.306,0.256,89.3,114.2,96.3
POR,0,54,76,92,0,20150220,UTA,0.389,0.13699999999999998,0.079,0.278,87.1,87.3,105.7
POR,1,55,92,98,0,20150222,MEM,0.482,0.14400000000000002,0.182,0.159,92.7,99.3,105.8
POR,1,56,111,95,1,20150225,SAS,0.582,0.124,0.308,0.141,90.9,122.1,104.5
POR,1,57,115,112,1,20150227,OKC,0.494,0.081,0.261,0.303,97.4,118.1,115.0
POR,0,58,110,99,1,20150301,SAC,0.554,0.156,0.297,0.217,96.4,114.1,102.7
POR,0,59,98,93,1,20150304,LAC,0.437,0.131,0.192,0.253,93.0,95.4,90.5
POR,1,60,94,75,1,20150305,DAL,0.457,0.149,0.18600000000000003,0.232,97.3,96.7,77.1
POR,0,61,113,121,0,20150307,MIN,0.568,0.095,0.205,0.148,93.5,120.8,129.4
POR,1,62,105,100,1,20150311,HOU,0.511,0.162,0.364,0.12,98.1,107.0,101.9
POR,1,63,118,99,1,20150313,DET,0.644,0.10300000000000001,0.21899999999999997,0.188,89.1,132.5,111.2
POR,0,64,113,97,1,20150315,TOR,0.599,0.09699999999999999,0.175,0.116,93.4,121.0,103.9
POR,0,65,97,105,0,20150316,WAS,0.449,0.09300000000000001,0.275,0.191,91.6,105.9,114.6
POR,0,66,104,108,0,20150318,MIA,0.568,0.14300000000000002,0.325,0.148,91.2,114.1,118.5
POR,0,67,104,111,0,20150320,ORL,0.519,0.126,0.256,0.263,91.2,114.0,121.7
POR,0,68,86,97,0,20150321,MEM,0.474,0.171,0.128,0.184,93.1,92.3,104.2
POR,1,69,108,122,0,20150324,GSW,0.505,0.091,0.231,0.163,94.8,113.9,128.7
POR,0,70,92,89,1,20150325,UTA,0.463,0.135,0.256,0.21,88.3,104.2,100.8
POR,0,71,87,81,1,20150327,PHO,0.444,0.11800000000000001,0.28800000000000003,0.09,92.3,94.2,87.7
POR,1,72,120,114,1,20150328,DEN,0.612,0.147,0.222,0.188,99.6,120.5,114.5
POR,1,73,109,86,1,20150330,PHO,0.581,0.134,0.231,0.105,93.8,116.3,91.7
POR,1,74,122,126,0,20150401,LAC,0.579,0.07400000000000001,0.28300000000000003,0.213,93.6,130.3,134.6
POR,0,75,107,77,1,20150403,LAL,0.545,0.079,0.14,0.125,93.7,114.3,82.2
POR,1,76,99,90,1,20150404,NOP,0.464,0.096,0.409,0.25,84.8,116.7,106.1
POR,0,77,96,106,0,20150406,BRK,0.511,0.11699999999999999,0.244,0.08,91.8,104.5,115.4
POR,1,78,116,91,1,20150408,MIN,0.565,0.136,0.324,0.235,95.4,121.6,95.4
POR,0,79,105,116,0,20150409,GSW,0.505,0.081,0.239,0.061,96.6,108.7,120.1
POR,1,80,105,111,0,20150411,UTA,0.506,0.11,0.214,0.195,96.9,108.4,114.6
POR,0,81,90,101,0,20150413,OKC,0.506,0.121,0.07,0.072,94.0,95.7,107.4
POR,0,82,98,114,0,20150415,DAL,0.456,0.161,0.222,0.165,102.4,95.7,111.3
IND,1,1,103,91,1,20141029,PHI,0.519,0.154,0.341,0.235,94.1,109.5,96.7
IND,1,2,89,97,0,20141031,MEM,0.514,0.182,0.275,0.176,87.1,102.2,111.4
IND,0,3,92,102,0,20141101,ATL,0.457,0.166,0.244,0.222,92.7,99.2,110.0
IND,1,4,81,87,0,20141104,MIL,0.436,0.162,0.33299999999999996,0.167,87.0,93.1,100.0
IND,0,5,94,96,0,20141105,WAS,0.433,0.154,0.28,0.178,92.0,92.5,94.5
IND,0,6,98,101,0,20141107,BOS,0.483,0.122,0.326,0.148,90.5,108.3,111.7
IND,1,7,90,97,0,20141108,WAS,0.481,0.17,0.182,0.208,93.5,96.2,103.7
IND,1,8,97,86,1,20141110,UTA,0.467,0.068,0.289,0.144,87.2,111.2,98.6
IND,0,9,81,75,1,20141112,MIA,0.425,0.14800000000000002,0.42100000000000004,0.163,78.4,103.3,95.6
IND,1,10,87,108,0,20141114,DEN,0.452,0.122,0.25,0.131,91.8,94.8,117.7
IND,0,11,99,90,1,20141115,CHI,0.526,0.13699999999999998,0.294,0.234,91.2,108.5,98.7
IND,1,12,88,86,1,20141119,CHO,0.462,0.11,0.326,0.205,83.3,105.7,103.3
IND,1,13,83,106,0,20141122,PHO,0.411,0.131,0.28300000000000003,0.167,90.2,92.0,117.5
IND,0,14,111,100,1,20141124,DAL,0.565,0.114,0.205,0.312,94.5,117.5,105.9
IND,0,15,100,106,0,20141126,SAS,0.517,0.11199999999999999,0.159,0.115,95.6,104.6,110.9
IND,1,16,98,83,1,20141128,ORL,0.457,0.099,0.36200000000000004,0.128,91.1,107.5,91.1
IND,0,17,97,109,0,20141129,CLE,0.433,0.065,0.3,0.225,90.2,107.5,120.9
IND,0,18,99,116,0,20141202,PHO,0.506,0.17,0.18600000000000003,0.153,100.3,98.7,115.7
IND,0,19,82,88,0,20141204,POR,0.423,0.152,0.204,0.055,98.7,83.1,89.1
IND,0,20,101,102,0,20141205,SAC,0.406,0.069,0.191,0.24,92.4,99.0,100.0
IND,1,21,92,108,0,20141208,ATL,0.494,0.157,0.163,0.107,98.7,93.2,109.4
IND,1,22,96,103,0,20141210,LAC,0.444,0.1,0.231,0.191,94.5,101.6,109.0
IND,0,23,94,106,0,20141212,TOR,0.463,0.11800000000000001,0.14300000000000002,0.25,92.6,101.5,114.4
IND,1,24,85,95,0,20141213,POR,0.409,0.12,0.255,0.148,93.6,90.8,101.5
IND,1,25,110,91,1,20141215,LAL,0.524,0.121,0.289,0.277,94.5,116.4,96.3
IND,0,26,100,102,0,20141217,LAC,0.467,0.107,0.275,0.178,94.6,105.7,107.8
IND,0,27,73,76,0,20141220,DEN,0.347,0.128,0.21600000000000003,0.136,94.9,76.9,80.0
IND,0,28,100,96,1,20141221,MIN,0.536,0.126,0.19,0.119,93.0,107.5,103.2
IND,1,29,96,84,1,20141223,NOP,0.532,0.095,0.075,0.167,92.9,103.4,90.5
IND,0,30,109,119,0,20141226,DET,0.56,0.163,0.268,0.193,96.8,112.7,123.0
IND,0,31,110,85,1,20141227,BRK,0.564,0.096,0.18899999999999997,0.151,95.7,114.9,88.8
IND,1,32,90,92,0,20141229,CHI,0.464,0.124,0.179,0.157,93.2,96.6,98.7
IND,1,33,106,95,1,20141231,MIA,0.506,0.098,0.282,0.329,86.8,122.1,109.4
IND,0,34,94,91,1,20150102,MIL,0.481,0.14300000000000002,0.233,0.198,92.7,101.4,98.2
IND,0,35,87,88,0,20150104,LAL,0.411,0.125,0.33299999999999996,0.144,89.4,97.3,98.4
IND,0,36,105,101,1,20150105,UTA,0.52,0.10300000000000001,0.22899999999999998,0.378,87.1,120.5,115.9
IND,0,37,102,117,0,20150107,GSW,0.494,0.157,0.147,0.272,99.8,102.2,117.2
IND,1,38,107,103,1,20150109,BOS,0.418,0.13,0.302,0.326,93.3,103.9,100.0
IND,0,39,92,93,0,20150110,PHI,0.356,0.11,0.373,0.345,93.3,98.6,99.7
IND,1,40,101,110,0,20150113,MIN,0.519,0.154,0.27,0.225,98.8,102.2,111.3
IND,1,41,96,98,0,20150116,DET,0.483,0.113,0.261,0.112,91.8,104.6,106.7
IND,0,42,71,80,0,20150117,CHO,0.369,0.175,0.13699999999999998,0.107,91.3,70.4,79.4
IND,0,43,98,110,0,20150119,HOU,0.494,0.17,0.256,0.165,98.0,100.0,112.2
IND,0,44,91,110,0,20150121,ATL,0.429,0.168,0.22699999999999998,0.308,95.1,95.7,115.7
IND,0,45,87,89,0,20150123,MIA,0.429,0.17,0.2,0.256,93.6,92.9,95.0
IND,0,46,106,99,1,20150125,ORL,0.566,0.133,0.231,0.145,95.2,111.3,104.0
IND,1,47,91,104,0,20150127,TOR,0.457,0.132,0.244,0.195,90.4,100.6,115.0
IND,1,48,103,82,1,20150129,NYK,0.57,0.11199999999999999,0.22899999999999998,0.165,89.0,115.8,92.2
IND,1,49,94,99,0,20150131,SAC,0.444,0.133,0.196,0.288,93.3,100.7,106.1
IND,1,50,114,109,1,20150204,DET,0.675,0.115,0.258,0.13,87.9,129.6,124.0
IND,1,51,103,99,1,20150206,CLE,0.519,0.081,0.243,0.266,89.3,115.4,110.9
IND,0,52,103,102,1,20150208,CHO,0.482,0.11199999999999999,0.205,0.262,94.5,109.0,107.9
IND,1,53,93,95,0,20150209,SAS,0.455,0.114,0.244,0.148,92.5,100.6,102.7
IND,0,54,106,93,1,20150211,NOP,0.593,0.136,0.21899999999999997,0.227,88.0,120.5,105.7
IND,0,55,106,95,1,20150220,PHI,0.53,0.139,0.22,0.217,96.6,109.7,98.3
IND,1,56,104,98,1,20150222,GSW,0.531,0.141,0.179,0.222,94.6,109.9,103.6
IND,0,57,92,105,0,20150224,OKC,0.483,0.12300000000000001,0.17600000000000002,0.08,96.3,95.6,109.1
IND,1,58,93,86,1,20150227,CLE,0.463,0.079,0.18600000000000003,0.238,93.3,99.6,92.1
IND,1,59,94,74,1,20150301,PHI,0.426,0.10800000000000001,0.26,0.216,95.3,98.7,77.7
IND,1,60,105,82,1,20150304,NYK,0.538,0.10800000000000001,0.19,0.238,91.8,114.3,89.3
IND,1,61,98,84,1,20150306,CHI,0.463,0.10400000000000001,0.33299999999999996,0.3,88.0,111.4,95.5
IND,0,62,92,86,1,20150307,NYK,0.424,0.107,0.3,0.316,86.9,105.9,99.0
IND,1,63,118,86,1,20150310,ORL,0.629,0.126,0.297,0.129,89.7,131.6,95.9
IND,1,64,109,103,1,20150312,MIL,0.551,0.18,0.14300000000000002,0.278,95.6,103.2,97.6
IND,1,65,89,93,0,20150314,BOS,0.453,0.133,0.191,0.141,93.0,95.7,100.0
IND,1,66,98,117,0,20150316,TOR,0.443,0.039,0.083,0.227,97.7,100.3,119.7
IND,0,67,86,103,0,20150318,CHI,0.432,0.091,0.10400000000000001,0.198,93.6,91.9,110.1
IND,0,68,92,95,0,20150320,CLE,0.476,0.08199999999999999,0.209,0.143,86.6,106.2,109.7
IND,1,69,111,123,0,20150321,BRK,0.544,0.084,0.256,0.144,93.1,119.2,132.1
IND,1,70,100,110,0,20150323,HOU,0.489,0.155,0.34,0.133,95.5,104.7,115.2
IND,0,71,103,101,1,20150325,WAS,0.5,0.09300000000000001,0.184,0.212,95.2,108.2,106.1
IND,0,72,107,111,0,20150326,MIL,0.521,0.174,0.33299999999999996,0.465,94.5,113.3,117.5
IND,1,73,104,99,1,20150329,DAL,0.566,0.146,0.111,0.237,98.2,105.9,100.8
IND,0,74,106,111,0,20150331,BRK,0.524,0.098,0.146,0.244,92.9,114.1,119.5
IND,0,75,87,100,0,20150401,BOS,0.457,0.11599999999999999,0.17,0.16,93.8,92.8,106.6
IND,1,76,93,74,1,20150403,CHO,0.482,0.18,0.319,0.157,94.5,98.4,78.3
IND,1,77,112,89,1,20150405,MIA,0.518,0.098,0.4,0.282,92.7,120.8,96.0
IND,0,78,102,86,1,20150408,NYK,0.519,0.161,0.306,0.286,93.6,108.9,91.8
IND,0,79,107,103,1,20150410,DET,0.551,0.10099999999999999,0.231,0.253,90.2,118.6,114.1
IND,1,80,116,104,1,20150412,OKC,0.595,0.113,0.243,0.278,97.3,119.2,106.9
IND,1,81,99,95,1,20150414,WAS,0.424,0.10400000000000001,0.233,0.095,88.3,92.8,89.0
IND,0,82,83,95,0,20150415,MEM,0.462,0.124,0.289,0.141,81.3,102.1,116.8
SAS,1,1,101,100,1,20141028,DAL,0.629,0.20600000000000002,0.273,0.186,86.1,117.3,116.1
SAS,0,2,89,94,0,20141031,PHO,0.462,0.12,0.11599999999999999,0.218,92.5,96.2,101.6
SAS,1,3,94,92,1,20141105,ATL,0.486,0.18100000000000002,0.289,0.391,94.5,99.5,97.3
SAS,0,4,81,98,0,20141106,HOU,0.356,0.125,0.25,0.189,96.6,83.8,101.4
SAS,1,5,99,100,0,20141108,NOP,0.481,0.163,0.415,0.275,92.0,107.6,108.7
SAS,0,6,89,85,1,20141110,LAC,0.41,0.078,0.217,0.253,88.2,100.9,96.3
SAS,0,7,113,100,1,20141111,GSW,0.548,0.07400000000000001,0.17800000000000002,0.118,96.9,116.6,103.2
SAS,0,8,93,80,1,20141114,LAL,0.475,0.10099999999999999,0.16699999999999998,0.213,89.2,104.2,89.6
SAS,0,9,91,94,0,20141115,SAC,0.469,0.13699999999999998,0.171,0.2,93.3,97.5,100.7
SAS,1,10,100,75,1,20141117,PHI,0.506,0.159,0.15,0.222,99.5,100.6,75.4
SAS,0,11,92,90,1,20141119,CLE,0.507,0.15,0.263,0.23,90.2,101.9,99.7
SAS,0,12,121,92,1,20141121,MIN,0.625,0.179,0.37799999999999995,0.19,96.6,125.3,95.3
SAS,1,13,99,87,1,20141122,BRK,0.57,0.14300000000000002,0.162,0.114,91.2,108.6,95.4
SAS,1,14,106,100,1,20141126,IND,0.588,0.147,0.21600000000000003,0.257,95.6,110.9,104.6
SAS,1,15,112,104,1,20141128,SAC,0.585,0.062,0.095,0.195,91.4,122.6,113.8
SAS,0,16,111,89,1,20141130,BOS,0.547,0.13,0.25,0.212,94.6,117.3,94.0
SAS,0,17,109,103,1,20141201,PHI,0.488,0.125,0.244,0.337,99.4,109.7,103.6
SAS,0,18,93,95,0,20141203,BRK,0.416,0.07,0.28600000000000003,0.089,86.4,97.5,99.6
SAS,0,19,107,101,1,20141205,MEM,0.56,0.133,0.28600000000000003,0.155,91.5,116.9,110.3
SAS,1,20,123,101,1,20141206,MIN,0.616,0.147,0.242,0.268,96.6,127.4,104.6
SAS,0,21,96,100,0,20141209,UTA,0.488,0.121,0.239,0.167,95.7,100.3,104.5
SAS,1,22,109,95,1,20141210,NYK,0.575,0.095,0.235,0.342,86.7,125.7,109.5
SAS,1,23,110,112,0,20141212,LAL,0.533,0.161,0.255,0.156,92.6,107.6,109.6
SAS,0,24,99,91,1,20141214,DEN,0.493,0.127,0.268,0.351,92.6,106.9,98.3
SAS,0,25,95,108,0,20141215,POR,0.513,0.146,0.205,0.192,94.5,100.5,114.3
SAS,1,26,116,117,0,20141217,MEM,0.49,0.107,0.297,0.124,83.6,105.7,106.6
SAS,1,27,119,129,0,20141219,POR,0.45,0.11699999999999999,0.28300000000000003,0.193,88.3,102.7,111.3
SAS,0,28,93,99,0,20141220,DAL,0.435,0.177,0.308,0.338,91.8,101.3,107.8
SAS,1,29,125,118,1,20141222,LAC,0.721,0.113,0.07400000000000001,0.182,95.1,131.5,124.1
SAS,1,30,106,114,0,20141225,OKC,0.562,0.151,0.244,0.185,95.1,111.4,119.8
SAS,0,31,90,97,0,20141226,NOP,0.533,0.17300000000000001,0.026000000000000002,0.133,95.0,94.7,102.1
SAS,1,32,110,106,1,20141228,HOU,0.536,0.16899999999999998,0.268,0.253,99.8,110.3,106.3
SAS,0,33,87,95,0,20141230,MEM,0.481,0.158,0.23800000000000002,0.154,91.2,95.3,104.1
SAS,1,34,95,93,1,20141231,NOP,0.472,0.126,0.163,0.124,90.0,95.6,93.6
SAS,1,35,101,92,1,20150103,WAS,0.577,0.10400000000000001,0.29,0.141,83.4,121.0,110.3
SAS,1,36,104,105,0,20150106,DET,0.513,0.153,0.302,0.291,95.4,109.1,110.1
SAS,1,37,100,95,1,20150109,PHO,0.489,0.134,0.152,0.146,101.4,98.6,93.7
SAS,0,38,108,93,1,20150110,MIN,0.542,0.106,0.205,0.202,94.7,114.0,98.2
SAS,0,39,93,101,0,20150113,WAS,0.443,0.065,0.16699999999999998,0.083,93.7,99.2,107.7
SAS,0,40,98,93,1,20150114,CHO,0.482,0.113,0.154,0.188,95.2,102.9,97.7
SAS,1,41,110,96,1,20150116,POR,0.505,0.106,0.33299999999999996,0.16,95.0,115.8,101.0
SAS,1,42,89,69,1,20150118,UTA,0.438,0.1,0.23399999999999999,0.238,87.5,101.7,78.9
SAS,0,43,109,99,1,20150120,DEN,0.518,0.14300000000000002,0.318,0.262,94.4,115.4,104.8
SAS,0,44,81,104,0,20150122,CHI,0.407,0.11900000000000001,0.191,0.185,89.8,90.2,115.9
SAS,1,45,99,85,1,20150123,LAL,0.47,0.094,0.273,0.238,90.4,109.5,94.0
SAS,1,46,101,95,1,20150125,MIL,0.452,0.135,0.326,0.313,91.3,110.7,104.1
SAS,1,47,95,86,1,20150128,CHO,0.482,0.133,0.222,0.181,92.2,103.0,93.2
SAS,1,48,85,105,0,20150131,LAC,0.44,0.163,0.091,0.253,96.8,87.8,108.4
SAS,1,49,110,103,1,20150204,ORL,0.607,0.109,0.15,0.095,95.1,115.7,108.3
SAS,1,50,98,85,1,20150206,MIA,0.548,0.155,0.341,0.084,87.2,112.4,97.5
SAS,0,51,82,87,0,20150208,TOR,0.371,0.12300000000000001,0.32299999999999995,0.14,91.3,89.9,95.3
SAS,0,52,95,93,1,20150209,IND,0.449,0.068,0.17,0.169,92.5,102.7,100.6
SAS,0,53,104,87,1,20150211,DET,0.534,0.09699999999999999,0.35,0.114,85.2,122.0,102.1
SAS,0,54,115,119,0,20150219,LAC,0.571,0.145,0.132,0.226,102.3,112.5,116.4
SAS,0,55,99,110,0,20150220,GSW,0.519,0.151,0.233,0.185,94.9,104.3,115.9
SAS,0,56,81,90,0,20150223,UTA,0.437,0.2,0.24,0.152,94.6,85.7,95.2
SAS,0,57,95,111,0,20150225,POR,0.482,0.125,0.233,0.153,90.9,104.5,122.1
SAS,0,58,107,96,1,20150227,SAC,0.443,0.047,0.2,0.33,95.9,111.6,100.1
SAS,0,59,101,74,1,20150228,PHO,0.467,0.12300000000000001,0.22699999999999998,0.163,101.3,99.7,73.0
SAS,1,60,112,85,1,20150304,SAC,0.588,0.156,0.22899999999999998,0.141,98.8,113.3,86.0
SAS,1,61,120,111,1,20150306,DEN,0.601,0.08800000000000001,0.091,0.316,98.7,121.6,112.5
SAS,1,62,116,105,1,20150308,CHI,0.539,0.065,0.17800000000000002,0.211,97.3,119.3,108.0
SAS,1,63,117,107,1,20150310,TOR,0.547,0.10099999999999999,0.317,0.282,92.7,126.2,115.4
SAS,1,64,125,128,0,20150312,CLE,0.609,0.11599999999999999,0.257,0.218,91.7,123.5,126.4
SAS,1,65,123,97,1,20150315,MIN,0.655,0.134,0.171,0.155,96.9,127.0,100.1
SAS,0,66,100,104,0,20150317,NYK,0.399,0.09300000000000001,0.3,0.266,88.2,102.7,106.8
SAS,0,67,114,103,1,20150318,MIL,0.553,0.079,0.086,0.395,92.9,122.7,110.9
SAS,1,68,101,89,1,20150320,BOS,0.5,0.125,0.175,0.247,95.4,105.8,93.3
SAS,0,69,114,95,1,20150322,ATL,0.604,0.152,0.303,0.183,93.5,121.9,101.6
SAS,0,70,94,101,0,20150324,DAL,0.471,0.147,0.188,0.165,97.8,96.1,103.3
SAS,1,71,130,91,1,20150325,OKC,0.653,0.094,0.289,0.17,93.9,138.5,97.0
SAS,1,72,94,76,1,20150327,DAL,0.494,0.134,0.289,0.131,89.7,104.8,84.8
SAS,1,73,103,89,1,20150329,MEM,0.53,0.081,0.244,0.181,90.3,114.0,98.5
SAS,0,74,95,81,1,20150331,MIA,0.554,0.18899999999999997,0.258,0.176,89.4,106.3,90.6
